html_css,javascript,react,python,database,cloud,networking,security,devops,data_science,ai_ml,dsa,career
0.19,0.54,0.25,0.76,0.71,0.28,0.0,0.11,0.13,0.73,0.43,0.48,Data Analyst
0.11,0.21,0.06,0.89,0.76,0.17,0.15,0.0,0.21,0.8,0.39,0.63,Data Analyst
0.17,0.16,0.04,0.8,0.55,0.02,0.05,0.16,0.22,0.8,0.36,0.62,Data Analyst
0.11,0.26,0.12,0.74,0.65,0.3,0.0,0.03,0.15,0.75,0.41,0.54,Data Analyst
0.27,0.32,0.0,0.68,0.76,0.32,0.04,0.12,0.17,0.65,0.52,0.47,Data Analyst
0.34,0.42,0.0,0.63,0.67,0.22,0.27,0.01,0.04,0.87,0.28,0.46,Data Analyst
0.33,0.27,0.09,0.65,0.55,0.33,0.28,0.1,0.12,0.92,0.27,0.67,Data Analyst
0.32,0.46,0.03,0.88,0.78,0.36,0.12,0.08,0.22,0.86,0.2,0.39,Data Analyst
0.28,0.33,0.09,0.82,0.5,0.31,0.0,0.18,0.09,0.89,0.31,0.63,Data Analyst
0.4,0.36,0.09,0.76,0.63,0.39,0.26,0.21,0.03,0.89,0.27,0.56,Data Analyst
0.35,0.11,0.0,0.67,0.67,0.18,0.14,0.13,0.08,0.77,0.5,0.67,Data Analyst
0.25,0.24,0.15,0.66,0.69,0.37,0.0,0.23,0.11,0.81,0.39,0.5,Data Analyst
0.13,0.45,0.1,0.74,0.8,0.2,0.15,0.07,0.18,0.64,0.39,0.44,Data Analyst
0.34,0.35,0.03,0.63,0.69,0.21,0.18,0.06,0.0,0.81,0.3,0.34,Data Analyst
0.18,0.31,0.23,0.73,0.64,0.35,0.05,0.03,0.0,0.67,0.36,0.52,Data Analyst
0.29,0.26,0.01,0.76,0.57,0.38,0.0,0.02,0.0,0.8,0.5,0.55,Data Analyst
0.4,0.35,0.0,0.67,0.62,0.43,0.0,0.19,0.19,1.0,0.36,0.57,Data Analyst
0.53,0.24,0.0,0.51,0.77,0.11,0.06,0.14,0.12,0.89,0.42,0.63,Data Analyst
0.2,0.23,0.02,0.78,0.79,0.35,0.22,0.0,0.27,1.0,0.47,0.68,Data Analyst
0.13,0.25,0.03,0.77,0.59,0.38,0.24,0.17,0.13,0.75,0.32,0.62,Data Analyst
0.38,0.3,0.06,0.5,0.59,0.49,0.0,0.12,0.2,0.72,0.42,0.59,Data Analyst
0.3,0.59,0.0,0.81,0.68,0.38,0.14,0.03,0.12,0.66,0.46,0.53,Data Analyst
0.36,0.41,0.14,0.71,0.61,0.23,0.22,0.24,0.08,0.85,0.31,0.62,Data Analyst
0.37,0.49,0.01,0.66,0.72,0.36,0.08,0.01,0.19,0.92,0.31,0.64,Data Analyst
0.42,0.31,0.11,0.76,0.61,0.3,0.0,0.19,0.0,1.0,0.37,0.48,Data Analyst
0.24,0.27,0.24,0.45,0.83,0.33,0.0,0.0,0.27,0.76,0.28,0.61,Data Analyst
0.33,0.21,0.12,0.6,0.81,0.41,0.15,0.14,0.28,0.85,0.28,0.54,Data Analyst
0.51,0.2,0.06,0.74,0.69,0.2,0.21,0.33,0.12,0.76,0.25,0.53,Data Analyst
0.41,0.35,0.1,0.64,0.59,0.38,0.19,0.0,0.26,0.91,0.54,0.37,Data Analyst
0.16,0.29,0.15,0.88,0.77,0.28,0.0,0.22,0.0,1.0,0.37,0.66,Data Analyst
0.37,0.29,0.05,0.67,0.74,0.31,0.04,0.08,0.11,0.64,0.45,0.4,Data Analyst
0.18,0.13,0.0,0.56,0.63,0.5,0.05,0.12,0.14,0.86,0.39,0.38,Data Analyst
0.45,0.48,0.0,0.6,0.67,0.2,0.15,0.03,0.32,0.97,0.42,0.6,Data Analyst
0.41,0.24,0.02,0.71,0.79,0.31,0.0,0.02,0.09,0.84,0.6,0.36,Data Analyst
0.35,0.45,0.33,0.66,0.75,0.36,0.12,0.09,0.14,0.6,0.47,0.51,Data Analyst
0.28,0.5,0.03,0.66,0.9,0.22,0.04,0.09,0.18,0.87,0.27,0.45,Data Analyst
0.24,0.29,0.14,0.74,0.52,0.41,0.13,0.24,0.14,0.96,0.45,0.63,Data Analyst
0.35,0.29,0.33,0.79,0.76,0.17,0.0,0.13,0.11,0.79,0.41,0.66,Data Analyst
0.37,0.19,0.09,0.62,0.66,0.26,0.05,0.0,0.09,0.79,0.11,0.71,Data Analyst
0.41,0.26,0.1,0.58,0.87,0.49,0.12,0.2,0.12,0.72,0.36,0.51,Data Analyst
0.25,0.28,0.09,0.69,0.71,0.19,0.03,0.0,0.2,0.64,0.52,0.64,Data Analyst
0.27,0.04,0.06,0.69,0.6,0.25,0.25,0.17,0.01,0.69,0.37,0.48,Data Analyst
0.35,0.25,0.15,0.89,0.78,0.3,0.08,0.06,0.22,0.79,0.4,0.51,Data Analyst
0.25,0.16,0.13,0.69,0.75,0.25,0.22,0.01,0.27,0.68,0.44,0.55,Data Analyst
0.22,0.34,0.23,0.48,0.75,0.05,0.0,0.26,0.04,0.73,0.38,0.71,Data Analyst
0.12,0.19,0.25,0.89,0.69,0.18,0.31,0.26,0.17,0.77,0.4,0.48,Data Analyst
0.33,0.45,0.19,0.59,0.84,0.33,0.17,0.25,0.0,0.85,0.35,0.34,Data Analyst
0.33,0.55,0.0,0.7,0.76,0.31,0.09,0.0,0.12,0.77,0.18,0.62,Data Analyst
0.4,0.31,0.12,0.81,0.72,0.39,0.07,0.23,0.13,0.87,0.27,0.53,Data Analyst
0.22,0.24,0.02,0.59,0.91,0.43,0.29,0.0,0.11,0.72,0.33,0.41,Data Analyst
0.42,0.26,0.21,0.76,0.93,0.15,0.23,0.21,0.0,0.95,0.43,0.48,Data Analyst
0.22,0.23,0.3,0.7,0.78,0.22,0.02,0.21,0.0,0.81,0.4,0.51,Data Analyst
0.28,0.34,0.17,0.77,0.6,0.27,0.22,0.19,0.0,0.89,0.2,0.5,Data Analyst
0.49,0.21,0.02,0.78,0.55,0.24,0.16,0.04,0.08,0.92,0.44,0.53,Data Analyst
0.27,0.34,0.09,0.75,0.65,0.28,0.0,0.1,0.02,0.74,0.43,0.52,Data Analyst
0.38,0.26,0.14,0.76,0.74,0.22,0.11,0.14,0.1,0.64,0.42,0.72,Data Analyst
0.26,0.23,0.14,0.73,0.82,0.17,0.17,0.16,0.09,0.88,0.5,0.59,Data Analyst
0.19,0.38,0.09,0.71,0.71,0.28,0.22,0.09,0.0,0.81,0.42,0.62,Data Analyst
0.36,0.21,0.35,0.73,0.83,0.28,0.15,0.18,0.22,0.96,0.49,0.47,Data Analyst
0.24,0.33,0.19,0.68,0.81,0.45,0.01,0.02,0.09,0.88,0.35,0.64,Data Analyst
0.34,0.3,0.0,0.57,0.73,0.09,0.2,0.08,0.42,1.0,0.38,0.49,Data Analyst
0.2,0.47,0.0,0.42,0.44,0.96,0.75,0.71,0.78,0.0,0.19,0.32,DevOps
0.0,0.31,0.18,0.59,0.45,0.88,0.66,0.47,0.83,0.25,0.13,0.42,DevOps
0.0,0.28,0.0,0.62,0.64,0.75,0.64,0.63,1.0,0.16,0.03,0.2,DevOps
0.11,0.5,0.13,0.6,0.53,0.9,0.62,0.68,0.92,0.2,0.0,0.53,DevOps
0.17,0.24,0.2,0.55,0.42,0.82,0.52,0.65,0.72,0.08,0.0,0.39,DevOps
0.08,0.27,0.0,0.48,0.55,0.84,0.73,0.51,0.92,0.33,0.16,0.36,DevOps
0.13,0.28,0.1,0.57,0.48,0.92,0.6,0.5,0.76,0.04,0.0,0.42,DevOps
0.01,0.35,0.1,0.4,0.57,0.98,0.6,0.64,0.81,0.21,0.0,0.22,DevOps
0.06,0.29,0.06,0.48,0.46,0.93,0.7,0.62,0.83,0.32,0.0,0.45,DevOps
0.22,0.35,0.08,0.55,0.6,0.76,0.6,0.56,1.0,0.24,0.0,0.37,DevOps
0.04,0.23,0.2,0.46,0.66,0.98,0.81,0.55,0.89,0.06,0.05,0.45,DevOps
0.23,0.19,0.06,0.58,0.36,0.96,0.63,0.58,0.85,0.12,0.1,0.38,DevOps
0.06,0.23,0.13,0.77,0.51,1.0,0.56,0.62,0.79,0.05,0.03,0.52,DevOps
0.2,0.32,0.0,0.58,0.53,0.92,0.52,0.51,0.89,0.25,0.0,0.38,DevOps
0.11,0.38,0.17,0.66,0.42,0.71,0.66,0.7,1.0,0.27,0.14,0.44,DevOps
0.04,0.29,0.27,0.51,0.66,0.87,0.83,0.46,0.96,0.13,0.0,0.42,DevOps
0.2,0.22,0.0,0.59,0.49,0.95,0.79,0.59,1.0,0.22,0.07,0.24,DevOps
0.07,0.27,0.2,0.65,0.38,0.92,0.77,0.75,0.99,0.28,0.11,0.44,DevOps
0.22,0.17,0.07,0.52,0.54,1.0,0.64,0.36,0.86,0.29,0.15,0.44,DevOps
0.07,0.17,0.15,0.52,0.72,0.96,0.64,0.54,0.89,0.18,0.21,0.42,DevOps
0.03,0.49,0.1,0.68,0.44,0.94,0.73,0.41,1.0,0.33,0.06,0.29,DevOps
0.13,0.31,0.14,0.62,0.55,1.0,0.76,0.5,1.0,0.36,0.42,0.29,DevOps
0.12,0.09,0.16,0.55,0.69,0.82,0.53,0.55,0.7,0.28,0.0,0.4,DevOps
0.0,0.27,0.26,0.64,0.41,0.9,0.7,0.65,0.76,0.26,0.0,0.34,DevOps
0.05,0.36,0.1,0.46,0.4,0.92,0.69,0.54,0.85,0.27,0.05,0.39,DevOps
0.32,0.16,0.0,0.68,0.43,0.87,0.62,0.57,1.0,0.28,0.19,0.26,DevOps
0.0,0.02,0.02,0.7,0.55,0.88,0.7,0.53,0.92,0.28,0.0,0.43,DevOps
0.19,0.26,0.17,0.88,0.49,0.94,0.63,0.62,0.95,0.22,0.0,0.42,DevOps
0.25,0.34,0.2,0.58,0.57,0.93,0.6,0.63,0.8,0.14,0.12,0.43,DevOps
0.0,0.41,0.16,0.53,0.35,0.89,0.66,0.61,0.86,0.0,0.06,0.37,DevOps
0.16,0.23,0.27,0.41,0.63,0.88,0.79,0.61,1.0,0.16,0.0,0.54,DevOps
0.09,0.32,0.22,0.5,0.56,0.84,0.69,0.61,0.75,0.12,0.24,0.49,DevOps
0.09,0.32,0.07,0.74,0.48,0.92,0.81,0.52,1.0,0.05,0.26,0.36,DevOps
0.08,0.11,0.05,0.5,0.44,0.89,0.8,0.62,0.93,0.09,0.01,0.58,DevOps
0.03,0.47,0.08,0.6,0.61,1.0,0.69,0.56,0.89,0.23,0.19,0.4,DevOps
0.16,0.46,0.14,0.63,0.35,0.64,0.74,0.59,0.85,0.22,0.09,0.51,DevOps
0.11,0.23,0.2,0.58,0.55,0.85,0.64,0.61,0.9,0.25,0.07,0.22,DevOps
0.06,0.38,0.07,0.58,0.6,0.83,0.55,0.58,0.85,0.1,0.08,0.45,DevOps
0.1,0.33,0.28,0.57,0.53,0.85,0.62,0.54,0.85,0.24,0.33,0.33,DevOps
0.06,0.29,0.14,0.63,0.63,0.66,0.46,0.55,1.0,0.04,0.0,0.46,DevOps
0.12,0.19,0.0,0.5,0.51,0.84,0.75,0.31,0.81,0.09,0.07,0.35,DevOps
0.18,0.11,0.1,0.66,0.69,0.85,0.73,0.42,0.66,0.28,0.1,0.52,DevOps
0.0,0.35,0.29,0.64,0.53,0.9,0.54,0.74,0.84,0.25,0.0,0.28,DevOps
0.24,0.27,0.25,0.59,0.32,0.99,0.64,0.67,0.9,0.05,0.12,0.62,DevOps
0.15,0.29,0.21,0.62,0.52,0.79,0.72,0.7,0.82,0.34,0.09,0.31,DevOps
0.2,0.27,0.18,0.57,0.49,0.95,0.73,0.4,0.79,0.29,0.09,0.35,DevOps
0.0,0.19,0.0,0.59,0.44,0.8,0.69,0.64,1.0,0.05,0.22,0.5,DevOps
0.02,0.32,0.05,0.62,0.65,0.96,0.75,0.56,0.75,0.18,0.22,0.25,DevOps
0.0,0.31,0.0,0.52,0.46,0.76,0.6,0.67,0.77,0.04,0.04,0.47,DevOps
0.08,0.25,0.1,0.43,0.55,0.94,0.66,0.7,0.79,0.31,0.12,0.37,DevOps
0.1,0.29,0.22,0.49,0.42,1.0,0.64,0.69,1.0,0.16,0.17,0.28,DevOps
0.18,0.32,0.15,0.54,0.33,0.95,0.49,0.57,0.99,0.22,0.29,0.5,DevOps
0.03,0.3,0.1,0.44,0.41,0.84,0.5,0.6,0.88,0.03,0.14,0.47,DevOps
0.12,0.27,0.16,0.67,0.53,0.82,0.73,0.72,0.84,0.41,0.05,0.4,DevOps
0.03,0.32,0.0,0.55,0.39,0.91,0.8,0.66,0.66,0.4,0.13,0.32,DevOps
0.12,0.32,0.03,0.62,0.44,0.86,0.63,0.46,0.91,0.26,0.15,0.48,DevOps
0.13,0.25,0.18,0.46,0.41,0.8,0.81,0.69,0.95,0.31,0.01,0.43,DevOps
0.09,0.38,0.09,0.56,0.55,0.99,0.63,0.59,0.79,0.0,0.12,0.46,DevOps
0.13,0.11,0.06,0.38,0.64,0.79,0.83,0.69,0.81,0.09,0.14,0.32,DevOps
0.11,0.25,0.0,0.38,0.52,0.84,0.64,0.67,1.0,0.17,0.07,0.45,DevOps
0.0,0.32,0.16,0.67,0.31,0.82,0.61,0.61,0.95,0.35,0.05,0.35,DevOps
0.21,0.33,0.23,0.63,0.38,0.77,0.54,0.67,1.0,0.38,0.18,0.52,DevOps
0.04,0.08,0.19,0.54,0.51,0.99,0.83,0.83,0.83,0.25,0.18,0.35,Cloud Engineer
0.05,0.28,0.0,0.61,0.38,0.98,0.72,0.76,0.7,0.04,0.14,0.24,Cloud Engineer
0.19,0.2,0.14,0.4,0.44,0.9,0.89,0.87,0.62,0.31,0.0,0.18,Cloud Engineer
0.0,0.06,0.0,0.54,0.48,0.99,0.87,0.73,0.77,0.19,0.0,0.41,Cloud Engineer
0.04,0.11,0.08,0.41,0.46,0.98,0.83,0.61,0.65,0.31,0.15,0.51,Cloud Engineer
0.22,0.31,0.0,0.58,0.49,0.89,0.82,0.79,0.75,0.11,0.17,0.24,Cloud Engineer
0.12,0.17,0.08,0.58,0.4,1.0,0.62,0.64,0.74,0.26,0.09,0.29,Cloud Engineer
0.14,0.18,0.24,0.58,0.59,0.85,0.79,0.67,0.6,0.24,0.05,0.37,Cloud Engineer
0.0,0.37,0.01,0.52,0.58,0.89,0.89,0.58,0.85,0.2,0.04,0.27,Cloud Engineer
0.18,0.14,0.03,0.48,0.38,1.0,0.74,0.78,0.72,0.1,0.1,0.38,Cloud Engineer
0.08,0.32,0.2,0.59,0.45,0.84,0.74,0.72,0.75,0.0,0.1,0.32,Cloud Engineer
0.07,0.33,0.14,0.63,0.48,1.0,0.96,0.83,0.59,0.17,0.07,0.35,Cloud Engineer
0.17,0.12,0.11,0.3,0.64,0.9,0.81,0.67,0.81,0.0,0.1,0.29,Cloud Engineer
0.05,0.37,0.01,0.58,0.54,1.0,0.73,0.63,0.81,0.24,0.0,0.25,Cloud Engineer
0.14,0.28,0.03,0.21,0.55,0.83,0.6,0.42,0.78,0.21,0.08,0.44,Cloud Engineer
0.16,0.36,0.0,0.5,0.34,0.93,0.78,0.76,0.7,0.26,0.17,0.52,Cloud Engineer
0.07,0.11,0.12,0.42,0.65,0.92,0.74,0.65,0.77,0.18,0.04,0.47,Cloud Engineer
0.01,0.2,0.17,0.34,0.55,0.84,0.88,0.6,0.77,0.31,0.19,0.33,Cloud Engineer
0.08,0.14,0.25,0.43,0.4,1.0,0.72,0.6,0.56,0.15,0.09,0.32,Cloud Engineer
0.2,0.25,0.08,0.48,0.55,1.0,0.81,0.65,0.6,0.06,0.17,0.36,Cloud Engineer
0.16,0.19,0.24,0.45,0.6,0.95,0.74,0.76,0.74,0.24,0.11,0.3,Cloud Engineer
0.34,0.32,0.17,0.51,0.6,1.0,0.8,0.67,0.69,0.0,0.12,0.25,Cloud Engineer
0.26,0.2,0.0,0.5,0.4,1.0,0.83,0.8,0.62,0.2,0.0,0.37,Cloud Engineer
0.15,0.25,0.1,0.54,0.66,0.92,0.81,0.59,0.61,0.21,0.21,0.27,Cloud Engineer
0.08,0.16,0.05,0.53,0.35,1.0,0.73,0.77,0.57,0.27,0.17,0.34,Cloud Engineer
0.0,0.22,0.0,0.47,0.6,1.0,0.8,0.6,0.76,0.2,0.0,0.38,Cloud Engineer
0.1,0.32,0.0,0.18,0.53,0.98,0.63,0.6,0.98,0.17,0.17,0.23,Cloud Engineer
0.0,0.18,0.07,0.46,0.49,0.98,0.78,0.57,0.75,0.01,0.0,0.37,Cloud Engineer
0.15,0.19,0.0,0.43,0.47,0.79,0.73,0.77,0.84,0.16,0.18,0.11,Cloud Engineer
0.17,0.12,0.13,0.48,0.63,0.86,0.86,0.67,0.68,0.18,0.02,0.3,Cloud Engineer
0.09,0.22,0.11,0.58,0.59,0.84,0.89,0.58,0.76,0.26,0.0,0.31,Cloud Engineer
0.05,0.12,0.24,0.43,0.42,0.96,0.87,0.69,0.82,0.25,0.0,0.25,Cloud Engineer
0.04,0.25,0.0,0.75,0.55,0.96,0.92,0.93,0.79,0.29,0.11,0.29,Cloud Engineer
0.05,0.12,0.03,0.36,0.49,0.78,0.82,0.7,0.71,0.15,0.41,0.44,Cloud Engineer
0.0,0.22,0.04,0.4,0.37,0.99,0.73,0.8,0.8,0.34,0.01,0.35,Cloud Engineer
0.16,0.15,0.02,0.66,0.52,1.0,0.72,0.58,0.64,0.19,0.0,0.3,Cloud Engineer
0.0,0.09,0.17,0.56,0.46,0.85,0.7,0.66,0.76,0.29,0.05,0.18,Cloud Engineer
0.13,0.12,0.05,0.63,0.58,0.97,0.67,0.72,0.81,0.16,0.24,0.43,Cloud Engineer
0.27,0.23,0.16,0.64,0.54,0.9,0.76,0.72,0.57,0.19,0.21,0.08,Cloud Engineer
0.25,0.31,0.05,0.55,0.5,1.0,0.9,0.56,0.76,0.18,0.11,0.23,Cloud Engineer
0.27,0.3,0.03,0.37,0.46,0.99,0.82,0.83,0.78,0.3,0.13,0.16,Cloud Engineer
0.08,0.31,0.09,0.55,0.47,0.85,0.79,0.73,0.63,0.18,0.01,0.41,Cloud Engineer
0.07,0.35,0.25,0.49,0.4,0.74,0.65,0.56,0.84,0.21,0.14,0.08,Cloud Engineer
0.0,0.29,0.13,0.49,0.56,1.0,0.78,0.71,0.72,0.44,0.0,0.37,Cloud Engineer
0.09,0.26,0.03,0.5,0.57,1.0,0.88,0.62,0.66,0.15,0.0,0.27,Cloud Engineer
0.17,0.07,0.2,0.55,0.43,0.94,0.96,0.77,0.7,0.18,0.11,0.25,Cloud Engineer
0.0,0.4,0.12,0.54,0.49,0.88,0.78,0.54,0.93,0.08,0.0,0.26,Cloud Engineer
0.23,0.2,0.0,0.63,0.57,1.0,0.87,0.94,0.92,0.13,0.26,0.34,Cloud Engineer
0.15,0.03,0.08,0.42,0.58,1.0,0.59,0.7,0.81,0.18,0.17,0.34,Cloud Engineer
0.13,0.17,0.0,0.39,0.57,0.95,0.79,0.66,0.67,0.3,0.07,0.17,Cloud Engineer
0.17,0.18,0.1,0.66,0.5,0.98,0.68,0.68,0.76,0.04,0.12,0.31,Cloud Engineer
0.1,0.3,0.13,0.65,0.4,0.96,0.81,0.59,0.8,0.43,0.1,0.35,Cloud Engineer
0.11,0.13,0.0,0.43,0.36,1.0,0.79,0.67,0.79,0.09,0.02,0.31,Cloud Engineer
0.2,0.25,0.12,0.51,0.54,0.97,0.7,0.7,0.59,0.21,0.05,0.55,Cloud Engineer
0.1,0.06,0.09,0.55,0.67,0.89,0.64,0.78,0.56,0.16,0.07,0.29,Cloud Engineer
0.17,0.13,0.07,0.5,0.51,0.96,0.84,0.78,0.74,0.25,0.0,0.31,Cloud Engineer
0.15,0.27,0.03,0.43,0.44,1.0,0.9,0.66,0.79,0.21,0.09,0.28,Cloud Engineer
0.17,0.23,0.33,0.41,0.55,0.9,0.71,0.7,0.71,0.49,0.08,0.19,Cloud Engineer
0.13,0.0,0.09,0.5,0.58,1.0,0.75,0.68,0.62,0.09,0.13,0.17,Cloud Engineer
0.06,0.1,0.15,0.68,0.37,0.76,0.79,0.7,0.72,0.16,0.08,0.34,Cloud Engineer
0.2,0.0,0.06,0.52,0.41,1.0,0.74,0.7,0.76,0.14,0.0,0.26,Cloud Engineer
0.2,0.17,0.02,0.59,0.47,0.9,0.81,0.78,0.94,0.28,0.22,0.25,Cloud Engineer
0.1,0.31,0.11,0.49,0.38,0.54,0.84,1.0,0.43,0.15,0.15,0.38,Cyber Security
0.38,0.3,0.08,0.51,0.69,0.39,0.76,0.99,0.46,0.3,0.38,0.55,Cyber Security
0.09,0.27,0.13,0.81,0.26,0.62,0.82,1.0,0.39,0.12,0.28,0.57,Cyber Security
0.3,0.3,0.04,0.44,0.48,0.54,0.7,0.9,0.35,0.05,0.12,0.39,Cyber Security
0.16,0.23,0.0,0.8,0.53,0.42,0.83,0.99,0.52,0.12,0.31,0.45,Cyber Security
0.07,0.37,0.23,0.86,0.28,0.57,0.76,1.0,0.25,0.07,0.12,0.51,Cyber Security
0.14,0.37,0.2,0.66,0.56,0.54,0.68,1.0,0.34,0.29,0.36,0.55,Cyber Security
0.05,0.21,0.23,0.58,0.41,0.58,0.87,0.98,0.38,0.17,0.29,0.56,Cyber Security
0.17,0.41,0.09,0.51,0.32,0.4,0.77,1.0,0.32,0.22,0.13,0.47,Cyber Security
0.05,0.28,0.08,0.65,0.42,0.38,0.91,0.97,0.42,0.2,0.15,0.52,Cyber Security
0.25,0.13,0.05,0.57,0.43,0.62,0.72,0.9,0.35,0.12,0.17,0.58,Cyber Security
0.09,0.34,0.0,0.54,0.37,0.67,0.77,0.73,0.2,0.2,0.26,0.54,Cyber Security
0.22,0.42,0.05,0.69,0.24,0.41,0.62,0.92,0.4,0.21,0.21,0.41,Cyber Security
0.18,0.15,0.24,0.57,0.35,0.66,0.68,0.84,0.29,0.19,0.24,0.57,Cyber Security
0.46,0.08,0.16,0.54,0.34,0.44,0.71,1.0,0.48,0.2,0.34,0.35,Cyber Security
0.07,0.08,0.03,0.62,0.41,0.51,0.66,1.0,0.42,0.27,0.01,0.53,Cyber Security
0.08,0.26,0.15,0.61,0.31,0.5,0.65,1.0,0.38,0.31,0.15,0.45,Cyber Security
0.12,0.39,0.03,0.66,0.36,0.3,0.74,0.83,0.4,0.08,0.29,0.49,Cyber Security
0.18,0.37,0.2,0.6,0.32,0.32,0.73,0.89,0.41,0.17,0.27,0.44,Cyber Security
0.19,0.42,0.13,0.59,0.34,0.44,0.71,0.9,0.48,0.18,0.07,0.68,Cyber Security
0.23,0.16,0.06,0.61,0.57,0.39,0.9,1.0,0.34,0.17,0.1,0.48,Cyber Security
0.2,0.37,0.21,0.53,0.2,0.5,0.83,0.97,0.37,0.21,0.35,0.54,Cyber Security
0.16,0.25,0.08,0.76,0.38,0.5,0.75,1.0,0.6,0.25,0.21,0.5,Cyber Security
0.0,0.37,0.11,0.64,0.33,0.46,0.76,1.0,0.36,0.41,0.24,0.37,Cyber Security
0.19,0.23,0.0,0.76,0.47,0.55,0.82,0.81,0.35,0.28,0.09,0.25,Cyber Security
0.18,0.29,0.11,0.67,0.46,0.53,0.92,0.8,0.45,0.26,0.08,0.35,Cyber Security
0.13,0.23,0.18,0.54,0.31,0.44,0.91,0.95,0.38,0.19,0.33,0.43,Cyber Security
0.33,0.32,0.08,0.85,0.29,0.46,0.68,1.0,0.57,0.37,0.32,0.48,Cyber Security
0.16,0.13,0.3,0.65,0.35,0.63,0.7,0.99,0.38,0.26,0.19,0.35,Cyber Security
0.21,0.4,0.1,0.68,0.3,0.5,0.74,1.0,0.4,0.27,0.31,0.57,Cyber Security
0.23,0.2,0.1,0.55,0.37,0.46,0.7,0.75,0.33,0.22,0.07,0.5,Cyber Security
0.39,0.4,0.26,0.64,0.52,0.43,0.74,0.68,0.52,0.35,0.14,0.47,Cyber Security
0.12,0.34,0.21,0.43,0.44,0.47,0.81,1.0,0.38,0.19,0.18,0.6,Cyber Security
0.24,0.32,0.0,0.56,0.49,0.5,0.87,1.0,0.5,0.21,0.15,0.24,Cyber Security
0.18,0.27,0.14,0.58,0.37,0.32,0.71,1.0,0.57,0.19,0.23,0.6,Cyber Security
0.12,0.34,0.03,0.69,0.42,0.53,0.72,1.0,0.61,0.1,0.17,0.52,Cyber Security
0.28,0.24,0.0,0.74,0.48,0.33,0.74,1.0,0.54,0.29,0.18,0.51,Cyber Security
0.19,0.41,0.01,0.52,0.5,0.5,0.94,0.88,0.39,0.11,0.2,0.35,Cyber Security
0.15,0.16,0.17,0.67,0.23,0.63,1.0,0.95,0.34,0.48,0.07,0.5,Cyber Security
0.22,0.43,0.14,0.55,0.3,0.47,0.7,0.95,0.34,0.05,0.33,0.45,Cyber Security
0.07,0.28,0.11,0.43,0.43,0.4,0.97,1.0,0.36,0.13,0.19,0.56,Cyber Security
0.2,0.28,0.11,0.54,0.37,0.29,0.9,0.98,0.32,0.39,0.21,0.4,Cyber Security
0.29,0.34,0.14,0.56,0.45,0.47,0.86,0.76,0.36,0.37,0.12,0.44,Cyber Security
0.16,0.18,0.0,0.58,0.41,0.49,0.79,0.95,0.5,0.18,0.14,0.47,Cyber Security
0.26,0.44,0.04,0.61,0.43,0.4,0.8,0.8,0.22,0.24,0.16,0.52,Cyber Security
0.2,0.2,0.1,0.48,0.54,0.36,0.78,0.85,0.46,0.17,0.15,0.59,Cyber Security
0.2,0.35,0.0,0.46,0.41,0.47,0.86,0.94,0.42,0.04,0.39,0.48,Cyber Security
0.27,0.22,0.13,0.47,0.45,0.46,0.8,1.0,0.28,0.13,0.25,0.71,Cyber Security
0.19,0.36,0.09,0.79,0.23,0.51,0.64,0.7,0.43,0.21,0.17,0.49,Cyber Security
0.51,0.27,0.15,0.54,0.43,0.48,0.76,1.0,0.52,0.21,0.0,0.46,Cyber Security
0.47,0.28,0.21,0.74,0.42,0.42,0.56,1.0,0.32,0.22,0.08,0.47,Cyber Security
0.2,0.33,0.0,0.72,0.34,0.33,0.79,0.95,0.42,0.34,0.18,0.49,Cyber Security
0.09,0.38,0.12,0.56,0.21,0.64,0.68,0.89,0.44,0.08,0.05,0.29,Cyber Security
0.27,0.25,0.39,0.5,0.31,0.44,0.82,0.9,0.46,0.1,0.06,0.32,Cyber Security
0.0,0.25,0.07,0.54,0.52,0.62,0.77,0.77,0.34,0.14,0.13,0.43,Cyber Security
0.13,0.26,0.04,0.62,0.44,0.41,0.93,0.85,0.24,0.24,0.12,0.53,Cyber Security
0.0,0.44,0.17,0.45,0.25,0.67,0.73,0.87,0.17,0.16,0.18,0.57,Cyber Security
0.06,0.15,0.15,0.7,0.24,0.61,0.8,1.0,0.39,0.0,0.18,0.61,Cyber Security
0.11,0.26,0.08,0.31,0.57,0.41,0.85,0.94,0.53,0.24,0.18,0.41,Cyber Security
0.28,0.11,0.16,0.49,0.53,0.52,0.86,0.96,0.22,0.11,0.27,0.52,Cyber Security
0.32,0.34,0.0,0.52,0.41,0.27,0.97,0.99,0.52,0.04,0.32,0.72,Cyber Security
0.07,0.38,0.1,0.45,0.45,0.58,0.74,1.0,0.23,0.05,0.21,0.5,Cyber Security
