Python,Java,JavaScript,React,Node,Express,MongoDB,SQL,HTML,CSS,Git,DSA,Communication,Problem_Solving,Projects_Count,Internship_Count,Certification_Count,Interested_Domain,Career_Role
0.94,0.52,0.25,0.06,0.93,0.95,0.55,0.77,0.03,0.26,0.84,0.57,0.35,0.84,2,2,1,1,Backend Developer
0.99,0.72,0.19,0.17,0.64,0.57,0.74,0.62,0.04,0.05,0.71,0.68,0.53,0.73,4,1,2,1,Backend Developer
0.76,0.83,0.39,0.03,0.81,0.81,0.93,1.0,0.08,0.2,0.59,0.65,0.29,0.83,1,3,2,1,Backend Developer
1.0,0.91,0.28,0.06,0.72,0.85,0.93,0.88,0.29,0.0,0.75,0.76,0.41,0.8,3,2,2,1,Backend Developer
0.85,0.86,0.37,0.0,0.86,0.85,0.68,0.83,0.08,0.39,0.75,0.98,0.26,0.78,1,2,2,1,Backend Developer
0.79,0.77,0.41,0.09,1.0,0.88,0.66,0.71,0.17,0.06,0.92,0.76,0.26,0.72,3,2,2,1,Backend Developer
0.95,0.54,0.26,0.01,0.95,1.0,0.63,0.61,0.15,0.21,0.86,0.75,0.37,0.55,4,1,1,1,Backend Developer
1.0,0.71,0.36,0.2,0.92,0.88,0.57,0.79,0.09,0.17,0.81,0.59,0.47,0.77,2,3,1,1,Backend Developer
0.81,0.71,0.15,0.15,1.0,1.0,0.67,1.0,0.0,0.14,0.63,0.71,0.34,0.76,2,3,2,1,Backend Developer
0.8,0.8,0.44,0.0,0.9,0.78,0.77,0.87,0.2,0.07,0.79,0.9,0.69,0.75,3,2,2,1,Backend Developer
0.89,0.64,0.32,0.09,1.0,0.83,0.53,0.67,0.38,0.01,0.88,0.71,0.35,0.67,3,2,2,1,Backend Developer
0.77,0.75,0.32,0.23,0.68,0.87,0.84,0.91,0.06,0.22,0.72,0.6,0.29,0.68,2,3,2,1,Backend Developer
0.83,0.65,0.33,0.15,1.0,0.86,0.83,0.86,0.17,0.09,0.89,0.78,0.42,0.55,1,3,2,1,Backend Developer
0.66,0.83,0.37,0.02,0.72,0.83,0.65,0.91,0.16,0.0,0.75,0.66,0.48,0.62,4,2,2,1,Backend Developer
0.49,0.72,0.46,0.28,0.87,0.69,0.86,0.89,0.18,0.0,0.65,0.77,0.48,0.72,4,2,2,1,Backend Developer
0.68,0.49,0.38,0.0,1.0,0.9,0.74,1.0,0.05,0.2,0.76,1.0,0.35,0.63,3,3,1,1,Backend Developer
0.83,0.83,0.43,0.03,0.88,0.8,0.52,0.96,0.2,0.27,0.7,0.83,0.54,0.71,1,3,2,1,Backend Developer
0.99,0.68,0.39,0.15,0.98,0.9,0.63,0.85,0.1,0.0,0.95,0.7,0.54,0.89,3,3,1,1,Backend Developer
0.56,0.64,0.29,0.02,0.81,0.7,0.72,1.0,0.35,0.18,0.88,0.68,0.18,0.66,1,3,1,1,Backend Developer
0.76,0.79,0.38,0.12,0.9,0.92,0.49,0.86,0.0,0.17,0.72,0.51,0.3,0.72,4,3,2,1,Backend Developer
1.0,0.67,0.12,0.02,1.0,0.78,0.77,0.92,0.29,0.32,0.87,0.72,0.63,0.74,2,3,2,1,Backend Developer
0.83,0.7,0.11,0.26,0.83,0.91,0.51,0.76,0.37,0.06,0.97,0.69,0.18,0.81,1,3,2,1,Backend Developer
0.74,0.64,0.45,0.11,0.93,0.8,0.8,0.94,0.16,0.0,0.83,0.77,0.28,0.66,1,2,2,1,Backend Developer
0.89,0.66,0.26,0.06,0.83,0.81,0.66,0.87,0.17,0.13,0.81,0.72,0.58,0.71,1,3,1,1,Backend Developer
0.82,0.62,0.2,0.18,0.88,0.99,0.65,0.86,0.13,0.0,0.9,0.96,0.35,0.62,4,2,2,1,Backend Developer
0.84,0.69,0.16,0.0,1.0,0.85,0.71,0.91,0.37,0.0,0.75,0.68,0.19,0.59,3,2,2,1,Backend Developer
0.88,0.56,0.39,0.12,0.96,0.77,0.5,0.96,0.0,0.06,0.91,0.72,0.63,0.82,3,3,1,1,Backend Developer
0.84,0.6,0.29,0.02,0.68,0.91,0.55,0.88,0.31,0.0,0.87,0.66,0.28,0.94,1,3,2,1,Backend Developer
0.81,0.66,0.29,0.0,0.95,0.63,0.75,0.81,0.14,0.15,0.81,0.83,0.28,0.69,4,3,1,1,Backend Developer
0.65,0.77,0.41,0.08,0.86,0.73,0.76,0.53,0.29,0.11,0.77,0.73,0.24,0.41,3,1,1,1,Backend Developer
0.96,0.86,0.34,0.0,0.84,0.84,0.83,0.85,0.16,0.32,0.79,0.62,0.49,0.69,4,1,2,1,Backend Developer
0.54,0.66,0.43,0.25,0.78,0.96,0.61,0.86,0.16,0.11,0.92,0.73,0.38,0.82,3,2,1,1,Backend Developer
0.76,0.76,0.14,0.13,0.97,0.93,0.47,0.81,0.09,0.11,0.86,0.88,0.34,0.64,3,3,2,1,Backend Developer
0.89,0.87,0.49,0.16,0.77,0.93,0.6,0.86,0.25,0.0,0.66,0.76,0.62,0.85,2,3,2,1,Backend Developer
0.63,0.83,0.16,0.13,0.8,0.92,0.7,0.71,0.25,0.03,0.91,0.7,0.45,0.59,1,2,2,1,Backend Developer
0.6,0.67,0.27,0.13,0.74,0.92,0.93,0.96,0.21,0.0,0.71,0.69,0.34,0.82,3,1,2,1,Backend Developer
0.89,0.76,0.2,0.11,0.82,0.79,0.66,0.79,0.11,0.02,0.85,0.37,0.37,0.57,3,1,2,1,Backend Developer
0.86,0.65,0.27,0.26,0.72,0.84,0.72,0.81,0.19,0.0,0.88,0.54,0.53,0.69,2,3,1,1,Backend Developer
0.83,0.66,0.38,0.0,1.0,0.66,0.67,0.95,0.12,0.0,0.83,0.71,0.4,0.8,4,1,2,1,Backend Developer
0.77,0.64,0.25,0.24,0.87,0.77,0.7,0.91,0.06,0.06,0.76,0.68,0.49,0.72,2,2,2,1,Backend Developer
0.96,0.61,0.17,0.1,0.7,0.93,0.71,0.86,0.15,0.21,0.91,0.67,0.47,0.8,2,3,2,1,Backend Developer
0.76,0.76,0.38,0.0,0.91,0.61,0.87,0.84,0.21,0.06,0.94,0.36,0.4,0.69,3,1,1,1,Backend Developer
0.74,0.57,0.21,0.09,1.0,1.0,0.62,0.91,0.17,0.12,0.83,0.76,0.05,0.74,2,2,2,1,Backend Developer
0.78,0.54,0.33,0.08,0.94,0.83,0.97,0.97,0.07,0.11,0.7,0.67,0.29,0.95,3,2,2,1,Backend Developer
0.65,0.81,0.19,0.12,0.75,0.94,0.81,0.99,0.32,0.29,0.66,0.61,0.51,0.84,3,2,1,1,Backend Developer
0.79,0.73,0.41,0.16,0.88,0.83,0.76,1.0,0.22,0.04,0.68,0.53,0.48,0.77,3,3,2,1,Backend Developer
0.86,0.77,0.37,0.03,0.84,0.94,0.72,0.76,0.42,0.22,0.8,0.67,0.42,0.76,4,3,1,1,Backend Developer
0.66,0.69,0.17,0.16,0.93,0.96,0.61,0.9,0.04,0.18,0.86,0.76,0.4,0.75,2,3,2,1,Backend Developer
0.58,0.41,0.74,0.79,0.7,0.68,0.53,0.73,0.69,0.66,0.94,0.67,0.44,0.48,5,3,1,2,Full Stack Developer
0.59,0.23,0.68,0.64,1.0,0.8,0.53,0.83,0.73,0.93,0.86,0.52,0.68,0.72,4,3,2,2,Full Stack Developer
0.49,0.34,0.62,0.75,0.69,0.68,0.86,0.92,0.71,0.55,0.84,0.65,0.5,0.6,3,1,1,2,Full Stack Developer
0.61,0.41,0.87,0.89,0.86,0.68,0.48,0.77,0.77,0.95,0.78,0.5,0.62,0.49,5,2,2,2,Full Stack Developer
0.23,0.35,0.68,0.82,0.67,0.6,0.61,0.71,0.98,0.88,0.88,0.49,0.47,0.77,4,2,2,2,Full Stack Developer
0.35,0.68,0.89,0.74,0.76,0.58,0.67,0.6,1.0,0.81,0.93,0.51,0.7,0.7,4,3,2,2,Full Stack Developer
0.5,0.23,0.63,0.89,0.71,0.92,0.48,0.7,0.63,0.73,0.82,0.56,0.61,0.82,3,3,3,2,Full Stack Developer
0.6,0.32,0.82,0.68,0.85,0.62,0.55,0.75,0.63,0.63,0.9,0.55,0.49,0.77,5,2,3,2,Full Stack Developer
0.6,0.38,0.89,0.79,0.65,0.58,0.38,0.54,0.67,0.88,0.94,0.49,0.28,0.7,2,3,2,2,Full Stack Developer
0.59,0.37,1.0,0.91,0.82,0.76,0.56,0.67,0.78,0.82,0.9,0.6,0.57,0.63,2,2,3,2,Full Stack Developer
0.45,0.49,0.97,0.75,0.76,0.65,0.78,0.74,0.69,0.88,0.98,0.62,0.66,0.69,4,2,3,2,Full Stack Developer
0.47,0.52,1.0,0.92,0.69,0.7,0.47,0.75,0.82,1.0,0.98,0.64,0.6,0.82,2,3,2,2,Full Stack Developer
0.57,0.41,0.87,1.0,0.45,0.78,0.59,0.77,0.72,0.79,0.94,0.97,0.7,0.6,4,3,3,2,Full Stack Developer
0.73,0.57,0.91,0.86,0.67,0.82,0.47,0.81,0.77,0.98,0.92,0.59,0.57,0.76,4,1,2,2,Full Stack Developer
0.38,0.53,0.85,0.65,0.76,0.82,0.66,0.68,0.83,0.91,0.79,0.6,0.57,0.51,5,3,1,2,Full Stack Developer
0.7,0.57,0.83,0.67,0.84,0.72,0.7,0.69,1.0,0.55,0.9,0.76,0.61,0.74,5,3,1,2,Full Stack Developer
0.55,0.31,0.88,0.85,0.8,0.78,0.67,0.66,0.75,0.7,0.74,0.62,0.51,0.88,4,2,3,2,Full Stack Developer
0.64,0.58,0.73,0.82,0.71,0.57,0.71,0.98,0.8,0.86,0.86,0.51,0.38,0.62,4,2,3,2,Full Stack Developer
0.51,0.41,0.97,0.86,0.73,0.71,0.65,0.72,0.68,0.81,0.72,0.61,0.54,1.0,3,3,1,2,Full Stack Developer
0.57,0.38,0.73,0.89,0.57,0.45,0.58,0.81,0.81,0.66,0.86,0.65,0.61,0.67,5,2,1,2,Full Stack Developer
0.65,0.45,0.66,0.81,0.76,0.79,0.52,0.62,0.73,0.86,0.97,0.55,0.71,0.71,4,3,3,2,Full Stack Developer
0.66,0.34,0.75,0.8,0.72,1.0,0.58,0.56,0.83,0.55,0.84,0.6,0.7,0.82,5,3,3,2,Full Stack Developer
0.66,0.34,0.89,0.7,0.85,0.61,0.37,0.94,0.85,0.67,0.83,0.53,0.6,0.8,4,2,2,2,Full Stack Developer
0.48,0.52,0.76,0.65,0.77,0.59,0.56,0.99,0.89,0.77,0.84,0.71,0.68,0.71,3,2,3,2,Full Stack Developer
0.58,0.45,0.89,0.86,0.73,0.64,0.54,0.56,1.0,0.8,0.82,0.49,0.95,0.57,4,2,2,2,Full Stack Developer
0.62,0.56,0.84,0.71,0.53,0.78,0.8,0.59,0.86,0.63,0.78,0.63,0.39,0.7,2,2,2,2,Full Stack Developer
0.48,0.34,0.79,0.62,0.6,0.56,0.55,0.61,0.6,1.0,1.0,0.51,0.63,0.75,3,1,3,2,Full Stack Developer
0.44,0.49,1.0,1.0,0.56,0.78,0.55,0.79,0.62,0.65,0.76,0.61,0.52,0.78,3,2,2,2,Full Stack Developer
0.42,0.29,0.79,0.63,0.74,0.75,0.49,0.6,0.72,0.66,0.5,0.59,0.55,0.66,5,1,3,2,Full Stack Developer
0.74,0.42,0.83,0.8,0.7,0.68,0.65,0.59,0.7,0.87,0.83,0.72,0.65,0.63,5,2,1,2,Full Stack Developer
0.45,0.44,0.76,0.79,0.89,0.89,0.87,0.9,1.0,0.85,0.74,0.48,0.77,0.71,4,2,1,2,Full Stack Developer
0.67,0.0,0.99,0.69,0.75,0.74,0.75,0.72,0.7,0.61,0.81,0.37,0.52,0.66,4,3,2,2,Full Stack Developer
0.67,0.46,0.7,0.83,0.83,0.77,0.52,0.7,0.89,0.81,1.0,0.65,0.69,0.8,2,3,3,2,Full Stack Developer
0.66,0.38,0.7,0.61,0.74,0.61,0.68,0.5,0.99,0.88,0.86,0.8,0.71,0.64,4,2,2,2,Full Stack Developer
0.73,0.22,0.9,0.77,0.62,0.72,0.61,0.6,0.7,0.61,0.89,0.45,0.6,0.77,3,2,2,2,Full Stack Developer
0.71,0.31,0.77,0.67,0.78,0.69,0.48,0.65,0.43,0.89,0.83,0.31,0.43,0.65,2,3,3,2,Full Stack Developer
0.63,0.47,1.0,0.72,0.74,0.94,0.58,0.72,1.0,0.88,0.67,0.5,0.68,0.75,3,2,3,2,Full Stack Developer
0.73,0.31,0.61,0.8,0.74,0.73,0.56,0.71,0.98,0.85,0.81,0.54,0.58,0.9,4,3,3,2,Full Stack Developer
0.49,0.22,0.61,0.81,0.67,0.82,0.67,0.73,0.77,0.93,1.0,0.72,0.54,0.79,4,1,1,2,Full Stack Developer
0.54,0.5,0.72,0.5,0.67,0.68,0.62,0.79,0.88,0.83,0.99,0.42,0.66,0.78,4,3,3,2,Full Stack Developer
0.69,0.33,0.75,0.73,0.83,0.7,0.58,0.69,0.96,0.71,1.0,0.63,0.58,1.0,2,2,3,2,Full Stack Developer
0.75,0.38,0.81,0.6,0.94,0.76,0.54,0.86,0.68,0.85,0.83,0.68,0.59,0.53,4,2,2,2,Full Stack Developer
0.59,0.52,0.6,0.95,0.66,0.7,0.54,0.49,0.71,1.0,0.72,0.41,0.62,0.69,4,3,1,2,Full Stack Developer
0.8,0.45,0.99,0.71,0.62,0.37,0.74,0.88,0.73,0.77,0.76,0.65,0.73,0.49,4,3,2,2,Full Stack Developer
0.64,0.65,0.82,0.78,0.6,0.76,0.52,0.82,0.72,0.84,0.84,0.79,0.65,0.87,2,1,2,2,Full Stack Developer
0.84,0.35,0.84,0.65,0.77,0.75,0.78,0.83,0.84,0.74,0.87,0.59,0.71,0.8,2,3,3,2,Full Stack Developer
0.56,0.47,0.86,0.96,0.47,0.65,0.79,0.77,1.0,0.65,0.98,0.72,0.4,0.66,4,2,2,2,Full Stack Developer
0.53,0.65,0.65,0.69,0.68,0.46,0.29,0.46,0.76,0.77,0.89,0.58,0.64,0.65,4,3,2,2,Full Stack Developer
0.69,0.56,0.82,0.86,0.36,0.65,0.55,0.88,0.85,0.86,0.9,0.61,0.78,0.42,2,2,3,2,Full Stack Developer
0.67,0.36,0.73,0.76,0.6,0.76,0.79,0.8,1.0,0.61,0.79,0.49,0.75,0.67,4,1,2,2,Full Stack Developer
0.72,0.33,0.64,0.69,0.67,0.72,0.59,0.63,0.91,0.78,0.88,0.53,0.78,0.65,2,1,1,2,Full Stack Developer
0.63,0.39,0.76,0.81,0.83,0.91,0.64,0.79,0.83,0.79,0.91,0.74,0.49,0.53,3,2,1,2,Full Stack Developer
0.37,0.43,0.78,0.78,0.61,0.94,0.41,1.0,0.75,0.82,0.78,0.53,0.51,0.77,2,2,3,2,Full Stack Developer
0.7,0.25,0.93,0.81,0.89,0.6,0.94,0.41,0.76,0.6,1.0,0.57,0.58,0.75,5,2,1,2,Full Stack Developer
0.65,0.48,1.0,0.54,0.69,0.84,0.59,0.42,0.65,0.84,0.89,0.68,0.51,0.73,4,3,2,2,Full Stack Developer
0.45,0.37,0.85,0.83,0.57,0.84,0.53,0.5,0.79,0.8,0.87,0.76,0.57,0.69,3,1,3,2,Full Stack Developer
0.65,0.71,0.6,0.79,0.47,0.59,0.37,0.72,0.9,0.85,0.74,0.53,0.63,0.59,4,3,1,2,Full Stack Developer
0.64,0.48,0.78,0.74,0.85,0.67,0.61,0.85,0.77,0.98,0.92,0.65,0.52,0.76,3,1,2,2,Full Stack Developer
0.42,0.6,0.76,0.7,0.43,0.66,0.57,0.79,0.63,0.62,0.9,0.72,0.41,0.83,2,3,2,2,Full Stack Developer
0.49,0.35,0.83,0.45,0.9,0.59,0.66,0.69,0.95,0.85,0.82,0.49,0.7,0.48,4,3,2,2,Full Stack Developer
0.46,0.5,0.87,0.92,0.63,0.62,0.67,0.7,0.79,0.99,0.92,0.36,0.7,0.78,3,2,2,2,Full Stack Developer
0.85,0.48,0.81,0.78,0.66,0.65,0.75,0.7,0.92,0.88,0.72,0.39,0.45,0.65,3,1,3,2,Full Stack Developer
0.63,0.41,1.0,0.68,0.97,0.63,0.44,0.67,1.0,0.91,0.92,0.7,0.51,0.74,4,2,1,2,Full Stack Developer
0.64,0.26,0.9,0.83,0.82,0.85,0.61,0.58,0.7,1.0,0.87,0.81,0.66,0.79,3,2,2,2,Full Stack Developer
0.63,0.43,0.9,0.84,0.75,0.85,0.68,0.66,0.79,0.95,0.86,0.56,0.52,0.73,3,3,3,2,Full Stack Developer
0.59,0.6,0.65,0.92,0.69,0.67,0.53,0.72,0.79,0.75,0.77,0.37,0.51,0.64,4,1,2,2,Full Stack Developer
0.67,0.49,0.95,0.92,0.67,0.95,0.56,0.71,0.96,0.87,0.58,0.6,0.7,0.54,5,3,2,2,Full Stack Developer
0.6,0.44,0.85,0.89,0.58,0.59,0.78,0.95,0.8,1.0,0.76,0.54,0.77,0.8,4,2,1,2,Full Stack Developer
0.74,0.38,0.82,0.86,0.63,0.74,0.61,0.64,0.92,0.88,0.81,0.6,0.57,0.62,3,3,2,2,Full Stack Developer
0.63,0.4,0.94,0.81,0.68,0.6,0.61,0.79,0.66,0.81,0.88,0.51,0.53,0.73,3,2,1,2,Full Stack Developer
0.76,0.37,0.86,0.92,0.93,0.79,0.61,0.76,0.76,0.8,0.87,0.51,0.6,0.74,5,3,3,2,Full Stack Developer
0.73,0.33,0.86,0.91,0.64,0.69,0.6,0.78,0.87,0.77,0.86,0.56,0.42,0.73,4,1,1,2,Full Stack Developer
0.69,0.45,0.83,0.69,0.71,0.51,0.62,0.8,0.65,0.62,1.0,0.53,0.74,0.68,2,3,3,2,Full Stack Developer
0.58,0.25,1.0,0.91,0.82,0.66,0.39,0.93,0.79,0.71,0.9,0.74,0.6,0.85,4,2,3,2,Full Stack Developer
0.7,0.44,0.66,0.72,0.7,0.67,0.4,0.54,0.77,0.65,1.0,0.66,0.5,0.84,5,2,1,2,Full Stack Developer
0.86,0.18,0.79,0.87,0.51,0.59,0.47,0.66,0.97,0.8,0.79,0.25,0.66,0.79,4,2,3,2,Full Stack Developer
0.53,0.4,0.72,0.68,0.77,0.83,0.54,0.9,0.92,0.99,0.81,0.78,0.86,0.65,4,2,2,2,Full Stack Developer
0.64,0.46,0.9,0.75,0.76,0.87,0.45,0.6,0.8,0.67,0.63,0.73,0.33,0.65,2,1,3,2,Full Stack Developer
0.63,0.42,0.87,0.72,0.94,0.74,0.57,0.73,0.71,0.75,1.0,0.51,0.59,0.65,4,2,1,2,Full Stack Developer
0.57,0.39,0.95,0.72,0.87,0.78,0.38,0.64,0.56,0.78,0.79,0.7,0.49,0.75,4,2,2,2,Full Stack Developer
0.57,0.23,0.97,0.94,0.47,0.82,0.5,0.8,0.79,0.8,0.83,0.75,0.45,0.77,3,2,2,2,Full Stack Developer
0.71,0.19,1.0,0.76,0.77,0.76,0.62,0.63,0.95,0.74,0.76,0.71,0.62,0.86,3,2,2,2,Full Stack Developer
0.82,0.37,0.73,0.78,0.76,0.73,0.74,0.78,0.67,0.74,0.68,0.74,0.36,0.55,3,2,3,2,Full Stack Developer
0.45,0.29,1.0,0.85,0.79,0.71,0.58,0.75,0.89,0.9,0.83,0.71,0.3,0.81,5,3,2,2,Full Stack Developer
0.67,0.37,1.0,0.73,0.66,0.64,0.67,0.78,0.86,0.79,0.69,0.56,0.78,0.82,3,1,2,2,Full Stack Developer
0.49,0.5,0.86,0.65,0.81,0.53,0.64,0.6,0.76,0.86,0.91,0.76,0.59,0.74,4,3,2,2,Full Stack Developer
0.57,0.52,0.8,0.79,0.91,0.75,0.56,0.62,0.73,0.95,0.94,0.46,0.61,0.69,4,2,2,2,Full Stack Developer
0.57,0.28,0.57,0.76,0.64,0.68,0.52,0.92,0.86,0.74,0.84,0.77,0.71,0.53,4,2,1,2,Full Stack Developer
0.6,0.49,0.96,0.76,0.5,0.58,0.54,0.55,0.94,0.66,0.92,0.4,0.68,0.68,2,1,2,2,Full Stack Developer
0.51,0.56,0.89,0.72,0.64,0.62,0.48,0.64,0.84,0.81,0.8,0.78,0.36,0.74,5,2,2,2,Full Stack Developer
0.39,0.29,0.72,0.88,0.8,0.72,0.45,0.91,0.75,0.87,0.86,0.63,0.67,0.62,4,2,2,2,Full Stack Developer
0.28,0.44,0.81,0.79,0.66,0.8,0.73,0.73,0.76,0.8,0.85,0.5,0.67,0.76,3,2,1,2,Full Stack Developer
0.41,0.41,0.88,0.68,0.79,0.78,0.61,0.7,0.91,0.84,0.77,0.58,0.67,0.46,5,3,3,2,Full Stack Developer
0.56,0.56,0.83,0.98,0.7,0.78,0.78,0.68,0.83,0.95,0.83,0.44,0.86,0.64,4,2,2,2,Full Stack Developer
0.64,0.35,0.81,0.74,0.83,0.36,0.56,0.89,0.86,0.95,0.61,0.45,0.66,0.89,4,2,3,2,Full Stack Developer
0.66,0.28,0.8,0.88,0.75,0.7,0.72,0.5,0.82,0.71,0.96,0.68,0.69,0.9,5,3,3,2,Full Stack Developer
0.33,0.63,0.86,0.61,0.59,0.44,0.47,0.68,0.98,0.85,0.88,0.46,0.5,0.61,5,3,2,2,Full Stack Developer
0.28,0.39,0.78,0.67,0.81,0.84,0.61,0.68,0.81,0.72,0.92,0.42,0.47,0.61,2,2,1,2,Full Stack Developer
0.65,0.35,0.93,0.7,0.83,0.79,0.86,0.76,0.91,0.61,0.96,0.74,0.78,0.71,5,3,3,2,Full Stack Developer
0.71,0.49,0.85,0.69,0.62,0.63,0.56,0.73,0.89,0.79,0.85,0.62,0.54,0.59,3,3,1,2,Full Stack Developer
0.69,0.42,0.75,0.73,0.86,0.81,0.47,0.84,0.79,0.9,0.83,0.74,0.46,0.67,2,2,1,2,Full Stack Developer
0.77,0.43,0.61,0.86,0.83,0.69,0.81,0.8,0.87,0.93,0.89,0.3,0.54,0.84,5,3,2,2,Full Stack Developer
0.54,0.42,1.0,0.86,0.65,0.75,0.63,0.79,0.8,0.92,0.95,0.61,0.59,0.81,4,2,3,2,Full Stack Developer
0.54,0.38,0.96,0.71,0.67,0.74,0.37,0.41,0.84,0.86,1.0,0.62,0.7,0.68,5,1,2,2,Full Stack Developer
0.6,0.39,0.93,0.87,0.7,0.83,0.52,0.73,0.65,0.79,0.67,0.47,0.81,0.48,4,2,2,2,Full Stack Developer
0.73,0.45,0.78,0.93,0.64,0.51,0.41,0.68,0.81,0.91,0.93,0.61,0.72,0.7,5,3,2,2,Full Stack Developer
0.66,0.37,0.65,0.99,0.85,0.78,0.6,0.77,0.78,0.68,0.96,0.59,0.66,0.69,4,2,2,2,Full Stack Developer
0.6,0.26,0.75,0.75,0.74,0.92,0.54,0.76,0.6,0.93,0.64,0.7,0.59,0.69,2,3,1,2,Full Stack Developer
0.54,0.51,0.76,0.7,0.9,0.7,0.51,0.7,0.9,0.87,0.97,0.45,0.71,0.68,5,3,1,2,Full Stack Developer
0.74,0.53,0.87,0.81,0.75,0.83,0.47,0.78,0.69,1.0,0.89,0.55,0.65,0.7,3,1,3,2,Full Stack Developer
0.54,0.31,0.94,0.69,0.71,0.66,0.59,0.89,0.82,0.84,0.76,0.68,0.67,0.76,2,3,3,2,Full Stack Developer
0.65,0.34,0.81,0.83,0.56,0.66,0.5,0.59,0.55,0.96,0.77,0.74,0.73,0.55,5,2,2,2,Full Stack Developer
0.65,0.31,0.61,0.64,0.7,0.56,0.59,0.57,0.71,0.9,0.88,0.6,0.71,0.76,3,3,2,2,Full Stack Developer
0.61,0.35,0.79,0.77,0.61,0.83,0.41,0.67,0.62,0.91,0.82,0.47,0.68,0.42,4,3,3,2,Full Stack Developer
0.69,0.42,0.86,0.73,0.65,0.77,0.63,0.71,0.71,1.0,0.79,0.6,0.58,0.93,4,3,2,2,Full Stack Developer
0.64,0.43,0.76,1.0,0.93,0.8,0.68,0.67,0.85,0.7,0.71,0.42,0.65,0.53,4,2,3,2,Full Stack Developer
0.46,0.35,0.79,0.9,0.71,1.0,0.36,0.74,0.75,0.69,0.85,0.59,0.73,0.71,3,2,2,2,Full Stack Developer
0.78,0.48,0.9,0.92,0.92,0.7,0.55,0.82,0.78,0.69,0.79,0.64,0.55,0.66,4,3,3,2,Full Stack Developer
0.64,0.45,0.65,0.87,0.47,0.79,0.73,0.54,0.84,0.93,0.8,0.68,0.27,0.83,5,1,2,2,Full Stack Developer
0.83,0.46,0.67,0.99,0.61,0.64,0.72,0.86,0.68,0.98,0.95,0.5,0.57,0.88,4,3,2,2,Full Stack Developer
0.71,0.02,0.16,0.0,0.12,0.0,0.31,1.0,0.14,0.3,0.42,0.54,0.78,0.59,1,1,2,3,Data Analyst
0.87,0.26,0.01,0.19,0.22,0.18,0.31,0.78,0.37,0.1,0.49,0.36,0.74,0.61,2,1,1,3,Data Analyst
0.75,0.0,0.14,0.09,0.26,0.0,0.3,0.97,0.22,0.26,0.59,0.38,0.77,0.81,2,2,2,3,Data Analyst
0.84,0.08,0.32,0.06,0.11,0.0,0.34,0.81,0.26,0.19,0.53,0.4,0.72,0.84,2,1,1,3,Data Analyst
0.83,0.09,0.27,0.0,0.01,0.09,0.53,0.89,0.33,0.1,0.54,0.37,0.68,0.87,2,1,1,3,Data Analyst
0.76,0.26,0.0,0.09,0.21,0.18,0.42,1.0,0.4,0.0,0.41,0.44,0.54,0.57,2,1,1,3,Data Analyst
1.0,0.14,0.06,0.2,0.26,0.15,0.47,0.89,0.27,0.08,0.89,0.5,0.57,1.0,2,1,2,3,Data Analyst
0.8,0.0,0.19,0.09,0.12,0.18,0.18,1.0,0.23,0.19,0.52,0.55,0.67,0.83,3,2,3,3,Data Analyst
0.73,0.02,0.24,0.27,0.1,0.09,0.19,0.87,0.34,0.22,0.72,0.51,0.75,0.85,3,2,3,3,Data Analyst
0.73,0.39,0.44,0.1,0.15,0.26,0.28,0.82,0.3,0.11,0.62,0.3,0.49,0.83,3,2,2,3,Data Analyst
0.71,0.19,0.25,0.0,0.0,0.06,0.27,0.89,0.21,0.25,0.55,0.33,0.54,0.77,2,2,3,3,Data Analyst
0.87,0.03,0.12,0.25,0.2,0.01,0.07,0.81,0.27,0.02,0.64,0.57,0.69,0.83,3,1,1,3,Data Analyst
0.88,0.09,0.15,0.13,0.16,0.18,0.44,0.95,0.03,0.04,0.95,0.49,0.98,0.97,3,2,3,3,Data Analyst
0.87,0.02,0.33,0.1,0.0,0.02,0.46,0.79,0.31,0.11,0.58,0.7,0.55,0.71,3,1,2,3,Data Analyst
0.73,0.0,0.27,0.21,0.06,0.28,0.21,1.0,0.27,0.0,0.84,0.35,0.84,0.82,2,2,1,3,Data Analyst
0.93,0.0,0.51,0.15,0.17,0.01,0.28,0.89,0.42,0.15,0.67,0.46,0.78,0.63,2,2,3,3,Data Analyst
0.71,0.3,0.15,0.18,0.0,0.24,0.43,0.91,0.17,0.15,0.87,0.19,0.79,0.69,2,1,1,3,Data Analyst
0.77,0.03,0.22,0.03,0.13,0.04,0.38,0.86,0.35,0.18,0.62,0.38,0.52,0.97,3,1,1,3,Data Analyst
0.68,0.0,0.33,0.0,0.0,0.16,0.27,0.85,0.14,0.0,0.48,0.54,0.64,0.57,2,2,3,3,Data Analyst
0.83,0.03,0.0,0.0,0.0,0.06,0.42,1.0,0.3,0.04,0.74,0.29,0.8,0.6,1,1,2,3,Data Analyst
0.9,0.0,0.2,0.0,0.09,0.06,0.36,0.77,0.15,0.0,0.67,0.39,0.71,0.62,3,1,2,3,Data Analyst
0.81,0.04,0.15,0.0,0.04,0.17,0.38,0.75,0.09,0.01,0.59,0.2,0.59,0.63,2,2,2,3,Data Analyst
0.78,0.17,0.17,0.24,0.34,0.0,0.15,0.94,0.05,0.0,0.35,0.35,0.7,0.74,3,1,3,3,Data Analyst
0.84,0.13,0.23,0.24,0.19,0.0,0.44,0.87,0.0,0.09,0.68,0.28,0.86,0.69,2,1,2,3,Data Analyst
